True Values,Predicted Values,True Characters,Predicted Characters,Character Distance,Matching
-0.12,-0.122864716,K,K,0,1
0.21,-0.066431224,N,L,2,0
0.0,-0.088423476,M,K,2,0
0.04,0.017967403,M,M,0,1
0.12,0.031422347,N,M,1,0
-0.35,-0.07925909,G,K,4,0
-0.07,-0.15728875,K,J,1,0
-0.05,-0.083651744,L,K,1,0
0.09,-0.0021806657,N,M,1,0
0.23,0.03981483,O,M,2,0
0.04,0.0712734,M,M,0,1
-0.09,-0.10880057,K,K,0,1
-0.46,-0.10569832,E,K,6,0
-0.18,-0.018599823,I,L,3,0
-0.11,0.042420045,K,M,2,0
0.16,0.017274097,N,M,1,0
0.05,0.038541794,M,M,0,1
0.18,-0.06502931,N,L,2,0
0.11,-0.06701139,N,L,2,0
0.16,-0.0937499,N,K,3,0
-0.07,-0.014116079,K,L,1,0
0.09,0.098089054,N,N,0,1
0.18,-0.14558107,N,J,4,0
-0.21,-0.083873816,I,K,2,0
0.02,-0.072108686,M,K,2,0
-0.07,-0.037066948,K,L,1,0
0.19,0.07712871,N,M,1,0
0.69,0.096737735,Q,N,3,0
-0.65,-0.13995169,D,J,6,0
-0.11,-0.05908193,K,L,1,0
0.02,-0.06448634,M,L,1,0
0.11,0.03938856,N,M,1,0
0.53,0.049268246,P,M,3,0
0.09,0.108417526,N,N,0,1
-0.39,-0.19117433,F,I,3,0
-0.21,-0.18647753,I,I,0,1
-0.05,-0.03468643,L,L,0,1
-0.04,0.015748486,L,M,1,0
0.63,0.09289477,Q,N,3,0
-0.35,0.13368343,G,N,7,0
-0.12,-0.11095002,K,K,0,1
-0.53,-0.23643205,E,H,3,0
0.14,-0.111939415,N,K,3,0
-0.26,0.029455453,H,M,5,0
-0.05,0.06756601,L,M,1,0
0.19,0.014266327,N,M,1,0
0.33,-0.20523621,O,I,6,0
-0.12,-0.12506232,K,J,1,0
0.21,-0.06304236,N,L,2,0
0.0,-0.103512615,M,K,2,0
0.04,0.014980383,M,M,0,1
0.12,0.027464718,N,M,1,0
-0.35,-0.08437029,G,K,4,0
-0.07,-0.1586619,K,J,1,0
-0.05,-0.07923483,L,K,1,0
0.09,0.00048974156,N,M,1,0
0.23,0.035682894,O,M,2,0
0.04,0.061805308,M,M,0,1
-0.09,-0.113446176,K,K,0,1
-0.46,-0.10071242,E,K,6,0
-0.18,-0.018129379,I,L,3,0
-0.11,0.052028798,K,M,2,0
0.16,0.023945734,N,M,1,0
0.05,0.053249046,M,M,0,1
0.18,-0.059371255,N,L,2,0
0.11,-0.05299194,N,L,2,0
0.16,-0.08381269,N,K,3,0
-0.07,-0.0056453943,K,L,1,0
0.09,0.108033344,N,N,0,1
0.4,0.056939915,P,M,3,0
-0.21,-0.093191124,I,K,2,0
0.02,-0.07100326,M,K,2,0
-0.07,-0.039120756,K,L,1,0
0.19,0.08443844,N,M,1,0
0.69,0.10404674,Q,N,3,0
-0.65,-0.12868536,D,J,6,0
-0.11,-0.06314169,K,L,1,0
0.02,-0.06969578,M,K,2,0
0.11,0.038575664,N,M,1,0
0.53,0.03887444,P,M,3,0
0.09,0.106976084,N,N,0,1
-0.39,-0.17881633,F,I,3,0
-0.21,-0.18742763,I,I,0,1
-0.05,-0.037629284,L,L,0,1
-0.04,0.004210815,L,M,1,0
0.63,0.0966781,Q,N,3,0
-0.35,0.122768365,G,N,7,0
-0.12,-0.10611933,K,K,0,1
-0.53,-0.22062592,E,I,4,0
0.14,-0.101778,N,K,3,0
-0.26,0.033216596,H,M,5,0
-0.05,0.05707927,L,M,1,0
0.19,0.0071381032,N,M,1,0
0.33,-0.18614292,O,I,6,0
-0.12,-0.102989934,K,K,0,1
0.21,-0.07237194,N,K,3,0
0.0,-0.12255094,M,K,2,0
0.04,0.010557823,M,M,0,1
0.12,0.022342846,N,M,1,0
-0.35,-0.083058186,G,K,4,0
-0.07,-0.16039723,K,J,1,0
-0.05,-0.07318315,L,K,1,0
0.09,0.0048058107,N,M,1,0
0.23,0.03176453,O,M,2,0
0.04,0.055920154,M,M,0,1
-0.09,-0.11484062,K,K,0,1
-0.46,-0.096578486,E,K,6,0
-0.18,-0.030131519,I,L,3,0
-0.11,0.048570745,K,M,2,0
0.16,0.01422745,N,M,1,0
0.05,0.04871761,M,M,0,1
0.18,-0.07362548,N,K,3,0
0.11,-0.061003365,N,L,2,0
0.16,-0.08481178,N,K,3,0
-0.07,-0.014692262,K,L,1,0
0.09,0.106825545,N,N,0,1
0.4,0.041217,P,M,3,0
-0.19,-0.07874204,I,K,2,0
0.02,-0.073134884,M,K,2,0
-0.07,-0.03644802,K,L,1,0
0.19,0.09021104,N,N,0,1
0.69,0.11378132,Q,N,3,0
-0.65,-0.123820856,D,K,7,0
-0.11,-0.069226176,K,L,1,0
0.02,-0.06635278,M,L,1,0
0.11,0.033757083,N,M,1,0
0.53,0.030817844,P,M,3,0
0.09,0.09856661,N,N,0,1
-0.39,-0.17543718,F,I,3,0
-0.21,-0.19116393,I,I,0,1
-0.05,-0.03743176,L,L,0,1
-0.04,-0.0053388923,L,L,0,1
0.63,0.09185526,Q,N,3,0
-0.35,0.10724131,G,N,7,0
-0.12,-0.115944065,K,K,0,1
-0.53,-0.21649127,E,I,4,0
0.14,-0.10477185,N,K,3,0
-0.26,0.03894919,H,M,5,0
-0.05,0.05676657,L,M,1,0
0.19,-0.0057054833,N,L,2,0
0.33,-0.19433694,O,I,6,0
-0.12,-0.06325687,K,L,1,0
0.21,-0.067028575,N,L,2,0
0.0,-0.07295779,M,K,2,0
0.04,0.00311248,M,M,0,1
0.12,0.019692287,N,M,1,0
-0.35,-0.079805836,G,K,4,0
-0.07,-0.16591361,K,J,1,0
-0.05,-0.07172775,L,K,1,0
0.09,0.006696686,N,M,1,0
0.23,0.033236228,O,M,2,0
0.04,0.05699037,M,M,0,1
-0.09,-0.11715493,K,K,0,1
-0.46,-0.0953671,E,K,6,0
-0.18,-0.035713032,I,L,3,0
-0.11,0.047368877,K,M,2,0
0.16,0.012660876,N,M,1,0
0.05,0.050969467,M,M,0,1
0.18,-0.076213524,N,K,3,0
0.11,-0.064535074,N,L,2,0
0.16,-0.074086115,N,K,3,0
-0.07,-0.0024172664,K,L,1,0
0.09,0.11927271,N,N,0,1
0.4,0.04608299,P,M,3,0
-0.19,-0.07244076,I,K,2,0
0.21,-0.07378762,N,K,3,0
-0.07,-0.042259138,K,L,1,0
0.19,0.07935144,N,M,1,0
0.69,0.10916737,Q,N,3,0
-0.65,-0.123563,D,K,7,0
-0.11,-0.07152991,K,K,0,1
0.02,-0.068274066,M,L,1,0
0.11,0.023596048,N,M,1,0
0.53,0.02101051,P,M,3,0
0.09,0.07927045,N,M,1,0
-0.39,-0.16406634,F,J,4,0
-0.21,-0.18350865,I,I,0,1
-0.05,-0.034044616,L,L,0,1
-0.04,-0.0105372,L,L,0,1
0.63,0.084373616,Q,M,4,0
-0.35,0.09199054,G,N,7,0
-0.12,-0.12340343,K,K,0,1
-0.53,-0.2080526,E,I,4,0
0.14,-0.11175728,N,K,3,0
-0.26,0.043185845,H,M,5,0
-0.05,0.05370357,L,M,1,0
0.19,-0.0017731786,N,M,1,0
0.33,-0.18545565,O,I,6,0
-0.12,-0.062495567,K,L,1,0
0.21,-0.07839665,N,K,3,0
0.0,-0.08339016,M,K,2,0
0.04,0.0014622957,M,M,0,1
0.12,0.02240777,N,M,1,0
-0.35,-0.081462175,G,K,4,0
-0.07,-0.17353106,K,I,2,0
-0.05,-0.07622721,L,K,1,0
0.09,0.005948998,N,M,1,0
0.23,0.03624875,O,M,2,0
0.04,0.054364108,M,M,0,1
-0.09,-0.119338535,K,K,0,1
-0.46,-0.098371394,E,K,6,0
-0.18,-0.041896597,I,L,3,0
-0.11,0.037944593,K,M,2,0
0.16,0.007952169,N,M,1,0
0.05,0.04116244,M,M,0,1
0.18,-0.07793237,N,K,3,0
0.11,-0.06914501,N,L,2,0
0.16,-0.0675311,N,L,2,0
-0.07,-0.001042664,K,M,2,0
0.09,0.118941486,N,N,0,1
0.4,0.041792274,P,M,3,0
-0.19,-0.077087745,I,K,2,0
0.21,-0.079274505,N,K,3,0
0.04,-0.10586499,M,K,2,0
0.19,0.057957772,N,M,1,0
0.69,0.08941552,Q,N,3,0
-0.65,-0.12764308,D,J,6,0
-0.11,-0.07705592,K,K,0,1
0.02,-0.07501832,M,K,2,0
0.11,0.01457243,N,M,1,0
0.53,0.016462944,P,M,3,0
0.09,0.06577756,N,M,1,0
-0.39,-0.16567174,F,J,4,0
-0.21,-0.17999779,I,I,0,1
-0.05,-0.029870503,L,L,0,1
-0.04,-0.0128046125,L,L,0,1
0.63,0.07844971,Q,M,4,0
-0.35,0.08135696,G,M,6,0
-0.12,-0.12449523,K,J,1,0
-0.53,-0.20686935,E,I,4,0
0.14,-0.122717775,N,K,3,0
-0.26,0.041851193,H,M,5,0
-0.05,0.050374493,L,M,1,0
0.19,0.0012110323,N,M,1,0
0.33,-0.17908104,O,I,6,0
-0.12,-0.05810578,K,L,1,0
0.21,-0.08514094,N,K,3,0
0.0,-0.06894812,M,L,1,0
0.04,0.0004395321,M,M,0,1
0.12,0.021321416,N,M,1,0
-0.35,-0.090466134,G,K,4,0
-0.07,-0.17790633,K,I,2,0
-0.05,-0.08539766,L,K,1,0
0.09,0.0041892976,N,M,1,0
0.23,0.037881903,O,M,2,0
0.04,0.053570442,M,M,0,1
-0.09,-0.13981059,K,J,1,0
-0.46,-0.10742005,E,K,6,0
-0.18,-0.045097232,I,L,3,0
-0.11,0.032671206,K,M,2,0
0.16,0.00055496395,N,M,1,0
0.05,0.03292404,M,M,0,1
0.18,-0.080783285,N,K,3,0
0.11,-0.07940687,N,K,3,0
0.16,-0.07271719,N,K,3,0
-0.07,0.00035700202,K,M,2,0
0.09,0.11659725,N,N,0,1
0.4,0.037990868,P,M,3,0
-0.19,-0.083612286,I,K,2,0
0.21,-0.0856019,N,K,3,0
0.04,-0.10719444,M,K,2,0
0.25,-0.08363731,O,K,4,0
0.69,0.061426546,Q,M,4,0
-0.65,-0.13722956,D,J,6,0
-0.11,-0.08603738,K,K,0,1
0.02,-0.08381097,M,K,2,0
0.11,0.008691523,N,M,1,0
0.53,0.026513554,P,M,3,0
0.09,0.06381052,N,M,1,0
-0.39,-0.1774866,F,I,3,0
-0.21,-0.17618078,I,I,0,1
-0.05,-0.032467864,L,L,0,1
-0.04,-0.009011254,L,L,0,1
0.63,0.07960184,Q,M,4,0
-0.35,0.07978007,G,M,6,0
-0.12,-0.11978652,K,K,0,1
-0.53,-0.2094877,E,I,4,0
0.14,-0.13085859,N,J,4,0
-0.26,0.030724145,H,M,5,0
-0.05,0.047132924,L,M,1,0
0.19,0.003992334,N,M,1,0
0.33,-0.17062539,O,J,5,0
-0.12,-0.047498852,K,L,1,0
0.21,-0.08123857,N,K,3,0
0.0,-0.07337019,M,K,2,0
0.04,-0.02313114,M,L,1,0
0.12,0.015299059,N,M,1,0
-0.35,-0.11098899,G,K,4,0
-0.07,-0.17426619,K,I,2,0
-0.05,-0.1077239,L,K,1,0
0.09,-0.004756123,N,L,2,0
0.23,0.035394296,O,M,2,0
0.04,0.054213062,M,M,0,1
-0.09,-0.16876946,K,J,1,0
-0.46,-0.121450864,E,K,6,0
-0.18,-0.046280846,I,L,3,0
-0.11,0.034491256,K,M,2,0
0.16,-0.005242914,N,L,2,0
0.05,0.03206776,M,M,0,1
0.18,-0.08093353,N,K,3,0
0.11,-0.08569973,N,K,3,0
0.16,-0.082146116,N,K,3,0
-0.07,0.0033929795,K,M,2,0
0.09,0.115079425,N,N,0,1
0.4,0.032408252,P,M,3,0
-0.19,-0.08646968,I,K,2,0
0.21,-0.08151753,N,K,3,0
0.04,-0.106586926,M,K,2,0
0.25,-0.08194665,O,K,4,0
-0.28,0.13161188,H,N,6,0
-0.65,-0.16568868,D,J,6,0
-0.11,-0.08931707,K,K,0,1
0.02,-0.10793484,M,K,2,0
0.11,-0.002497092,N,L,2,0
0.53,0.039425213,P,M,3,0
0.09,0.074635535,N,M,1,0
-0.39,-0.22219908,F,I,3,0
-0.21,-0.20526202,I,I,0,1
-0.05,-0.033462927,L,L,0,1
-0.04,-0.014034912,L,L,0,1
0.63,0.07436755,Q,M,4,0
-0.35,0.09758283,G,N,7,0
-0.12,-0.14441282,K,J,1,0
-0.53,-0.22286129,E,I,4,0
0.14,-0.16351977,N,J,4,0
-0.26,0.029892564,H,M,5,0
-0.05,0.038077496,L,M,1,0
0.19,0.0073422715,N,M,1,0
0.33,-0.1670839,O,J,5,0
-0.12,-0.03427612,K,L,1,0
0.21,-0.08040994,N,K,3,0
0.0,-0.072426274,M,K,2,0
0.04,-0.024255574,M,L,1,0
0.12,0.018439017,N,M,1,0
-0.35,-0.115738,G,K,4,0
-0.07,-0.20613548,K,I,2,0
-0.05,-0.13312262,L,J,2,0
0.09,-0.017823502,N,L,2,0
0.23,0.029385984,O,M,2,0
0.04,0.05166235,M,M,0,1
-0.09,-0.18795964,K,I,2,0
-0.46,-0.13487872,E,J,5,0
-0.18,-0.04268278,I,L,3,0
-0.11,0.026627652,K,M,2,0
0.16,-0.0043468624,N,L,2,0
0.05,0.035266295,M,M,0,1
0.18,-0.077127926,N,K,3,0
0.11,-0.102836296,N,K,3,0
0.16,-0.094235875,N,K,3,0
-0.07,0.00085777044,K,M,2,0
0.09,0.1018804,N,N,0,1
0.4,0.022305563,P,M,3,0
-0.19,-0.11000826,I,K,2,0
0.21,-0.09464764,N,K,3,0
0.04,-0.12281376,M,K,2,0
0.25,-0.09613001,O,K,4,0
-0.28,0.11411865,H,N,6,0
0.18,0.09068528,N,N,0,1
-0.11,-0.08757025,K,K,0,1
0.02,-0.10280515,M,K,2,0
0.11,0.029032167,N,M,1,0
0.53,0.043867044,P,M,3,0
0.09,0.098278366,N,N,0,1
-0.39,-0.2709095,F,H,2,0
-0.21,-0.22729653,I,H,1,0
-0.05,-0.052648664,L,L,0,1
-0.04,-0.0030295625,L,L,0,1
0.63,0.10608473,Q,N,3,0
-0.35,0.12947536,G,N,7,0
-0.12,-0.167973,K,J,1,0
-0.53,-0.23224454,E,H,3,0
0.14,-0.20892683,N,I,5,0
-0.26,0.009533234,H,M,5,0
-0.05,0.024326563,L,M,1,0
0.19,0.018653408,N,M,1,0
0.33,-0.17304821,O,J,5,0
-0.12,-0.029129192,K,L,1,0
0.21,-0.07600697,N,K,3,0
0.0,-0.06610398,M,L,1,0
0.04,-0.024211794,M,L,1,0
0.12,0.03762208,N,M,1,0
-0.35,-0.10728967,G,K,4,0
-0.07,-0.22502966,K,H,3,0
-0.05,-0.13007416,L,J,2,0
0.09,-0.010224499,N,L,2,0
0.23,0.026034243,O,M,2,0
0.04,0.045211367,M,M,0,1
-0.09,-0.18919301,K,I,2,0
-0.46,-0.1473247,E,J,5,0
-0.18,-0.037236303,I,L,3,0
-0.11,0.03179487,K,M,2,0
0.16,0.010721639,N,M,1,0
0.05,0.0335133,M,M,0,1
0.18,-0.0793238,N,K,3,0
0.11,-0.104569465,N,K,3,0
0.16,-0.09394729,N,K,3,0
-0.07,0.017619953,K,M,2,0
0.09,0.13348953,N,N,0,1
0.4,0.04916866,P,M,3,0
-0.19,-0.14793617,I,J,1,0
0.21,-0.076524615,N,K,3,0
0.04,-0.09451993,M,K,2,0
0.25,-0.07441055,O,K,4,0
-0.28,0.13208747,H,N,6,0
0.18,0.11013555,N,N,0,1
-0.07,-0.1361615,K,J,1,0
0.02,-0.10490674,M,K,2,0
0.11,0.024664298,N,M,1,0
0.53,0.05950384,P,M,3,0
0.09,0.08366384,N,M,1,0
-0.39,-0.26694182,F,H,2,0
-0.21,-0.24323867,I,H,1,0
-0.05,-0.05499236,L,L,0,1
-0.04,-0.009904891,L,L,0,1
0.63,0.09467006,Q,N,3,0
-0.35,0.1888297,G,N,7,0
-0.12,-0.16447078,K,J,1,0
-0.53,-0.21599346,E,I,4,0
0.14,-0.21274441,N,I,5,0
-0.26,0.0052698255,H,M,5,0
-0.05,0.015378453,L,M,1,0
0.19,0.016636908,N,M,1,0
0.33,-0.17979896,O,I,6,0
-0.12,-0.022951499,K,L,1,0
0.21,-0.069482274,N,L,2,0
0.0,-0.055329695,M,L,1,0
0.04,-0.015934803,M,L,1,0
0.12,0.048027255,N,M,1,0
-0.35,-0.11930948,G,K,4,0
-0.07,-0.1865137,K,I,2,0
-0.05,-0.13655676,L,J,2,0
0.09,0.05174177,N,M,1,0
0.23,0.0070599094,O,M,2,0
0.04,0.03899224,M,M,0,1
-0.09,-0.18518858,K,I,2,0
-0.46,-0.15418023,E,J,5,0
-0.18,-0.029224887,I,L,3,0
-0.11,0.035204656,K,M,2,0
0.16,0.016910985,N,M,1,0
0.05,0.06893767,M,M,0,1
0.18,-0.081293516,N,K,3,0
0.11,-0.10449514,N,K,3,0
0.16,-0.09980589,N,K,3,0
-0.07,0.052403755,K,M,2,0
0.09,0.13029975,N,N,0,1
0.4,0.10306369,P,N,2,0
-0.19,-0.12462312,I,J,1,0
0.21,-0.044082142,N,L,2,0
0.04,-0.050207257,M,L,1,0
0.25,-0.03191129,O,L,3,0
-0.28,0.18653184,H,N,6,0
0.18,0.1594015,N,N,0,1
-0.07,-0.11633502,K,K,0,1
0.04,-0.08281192,M,K,2,0
0.11,0.019915305,N,M,1,0
0.53,0.05530293,P,M,3,0
0.09,0.07600044,N,M,1,0
-0.39,-0.2675832,F,H,2,0
-0.21,-0.23845989,I,H,1,0
-0.05,-0.059733294,L,L,0,1
-0.04,-0.021330275,L,L,0,1
0.63,0.08220939,Q,M,4,0
-0.35,0.17792158,G,N,7,0
-0.12,-0.22889026,K,H,3,0
-0.53,-0.20141612,E,I,4,0
0.14,-0.21346478,N,I,5,0
-0.26,0.005598165,H,M,5,0
-0.05,0.01080326,L,M,1,0
0.19,0.013293773,N,M,1,0
0.33,-0.19283506,O,I,6,0
-0.12,-0.025846079,K,L,1,0
0.21,-0.06553953,N,L,2,0
0.0,-0.044708453,M,L,1,0
0.04,-0.0049071014,M,L,1,0
0.12,0.05839239,N,M,1,0
-0.35,-0.11808463,G,K,4,0
-0.07,-0.18588315,K,I,2,0
-0.05,-0.11733189,L,K,1,0
0.09,0.054215416,N,M,1,0
0.23,0.002438359,O,M,2,0
0.04,0.030588672,M,M,0,1
-0.09,-0.17171077,K,J,1,0
-0.46,-0.15243122,E,J,5,0
-0.18,-0.026997492,I,L,3,0
-0.11,0.032475017,K,M,2,0
0.16,0.022241153,N,M,1,0
0.05,0.061957836,M,M,0,1
0.18,-0.103624776,N,K,3,0
0.11,-0.10570827,N,K,3,0
0.16,-0.10136373,N,K,3,0
-0.07,0.038524814,K,M,2,0
0.09,0.11870696,N,N,0,1
0.4,0.099629335,P,N,2,0
-0.19,-0.16870578,I,J,1,0
0.21,-0.065106854,N,L,2,0
0.04,-0.056432538,M,L,1,0
0.25,-0.04046414,O,L,3,0
-0.28,0.18440814,H,N,6,0
0.18,0.1512245,N,N,0,1
-0.07,-0.17388026,K,I,2,0
0.04,-0.12085426,M,K,2,0
-0.63,-0.13531108,D,J,6,0
0.53,0.046921954,P,M,3,0
0.09,0.062028904,N,M,1,0
-0.39,-0.28394327,F,G,1,0
-0.21,-0.2360329,I,H,1,0
-0.05,-0.0667014,L,L,0,1
-0.04,-0.022323512,L,L,0,1
0.63,0.06893038,Q,M,4,0
-0.35,0.154295,G,N,7,0
-0.12,-0.22260793,K,I,2,0
-0.53,-0.18376869,E,I,4,0
0.14,-0.21425132,N,I,5,0
-0.26,0.010313578,H,M,5,0
-0.05,0.009417087,L,M,1,0
0.19,0.008309163,N,M,1,0
0.33,-0.20829788,O,I,6,0
-0.12,-0.030818455,K,L,1,0
0.21,-0.07053023,N,K,3,0
0.0,-0.039197683,M,L,1,0
0.04,0.0035051852,M,M,0,1
0.12,0.06582153,N,M,1,0
-0.35,-0.115453176,G,K,4,0
-0.07,-0.18456167,K,I,2,0
-0.05,-0.12766467,L,J,2,0
0.09,0.07510146,N,M,1,0
0.23,0.0062024593,O,M,2,0
0.04,0.025286272,M,M,0,1
-0.09,-0.16319616,K,J,1,0
-0.46,-0.1532476,E,J,5,0
-0.18,-0.027792446,I,L,3,0
-0.11,0.026491731,K,M,2,0
0.16,0.021523915,N,M,1,0
0.05,0.052552372,M,M,0,1
0.18,-0.11069497,N,K,3,0
0.11,-0.10452754,N,K,3,0
0.16,-0.10282905,N,K,3,0
-0.07,0.025832392,K,M,2,0
0.09,0.11280228,N,N,0,1
0.4,0.0918129,P,N,2,0
-0.19,-0.17689902,I,I,0,1
0.21,-0.06819175,N,L,2,0
0.04,-0.04913552,M,L,1,0
0.25,-0.03280521,O,L,3,0
-0.28,0.1751679,H,N,6,0
0.18,0.14497693,N,N,0,1
-0.07,-0.16174456,K,J,1,0
0.04,-0.12103156,M,K,2,0
-0.63,-0.13104087,D,J,6,0
-0.05,0.06594605,L,M,1,0
0.09,0.022194345,N,M,1,0
-0.39,-0.30515075,F,G,1,0
-0.21,-0.253124,I,H,1,0
-0.05,-0.078093074,L,K,1,0
-0.04,-0.016268015,L,L,0,1
0.63,0.10843599,Q,N,3,0
-0.35,0.11160836,G,N,7,0
-0.12,-0.2276101,K,H,3,0
-0.53,-0.16514829,E,J,5,0
0.14,-0.22439975,N,H,6,0
-0.26,0.020728223,H,M,5,0
-0.05,0.044090547,L,M,1,0
0.19,0.0007543713,N,M,1,0
0.33,-0.2358994,O,H,7,0
-0.12,-0.060601123,K,L,1,0
0.21,-0.08243839,N,K,3,0
0.0,-0.038702697,M,L,1,0
0.04,0.0051964745,M,M,0,1
0.12,0.06651533,N,M,1,0
-0.35,-0.109237015,G,K,4,0
-0.07,-0.18038404,K,I,2,0
-0.05,-0.122603916,L,K,1,0
0.09,0.08217433,N,M,1,0
0.23,0.008567378,O,M,2,0
0.04,0.028941058,M,M,0,1
-0.09,-0.18622367,K,I,2,0
-0.46,-0.16316529,E,J,5,0
-0.18,-0.049867727,I,L,3,0
-0.11,0.02079609,K,M,2,0
0.16,0.01758495,N,M,1,0
0.05,0.048289195,M,M,0,1
0.18,-0.122693285,N,K,3,0
0.11,-0.110226445,N,K,3,0
0.16,-0.116520375,N,K,3,0
-0.07,0.021001644,K,M,2,0
0.09,0.104073584,N,N,0,1
0.4,0.09109808,P,N,2,0
-0.19,-0.19404224,I,I,0,1
0.21,-0.07941278,N,K,3,0
0.04,-0.059759475,M,L,1,0
0.25,-0.03760373,O,L,3,0
-0.28,0.14985141,H,N,6,0
0.18,0.11798389,N,N,0,1
-0.07,-0.18045527,K,I,2,0
0.04,-0.13248014,M,J,3,0
-0.63,-0.140745,D,J,6,0
-0.05,0.03911677,L,M,1,0
-0.42,-0.024265781,F,L,6,0
-0.39,-0.33117756,F,G,1,0
-0.21,-0.25816962,I,H,1,0
-0.05,-0.08391374,L,K,1,0
-0.04,-0.01628939,L,L,0,1
0.63,0.10665036,Q,N,3,0
-0.35,0.10647806,G,N,7,0
-0.12,-0.22303885,K,H,3,0
-0.53,-0.17550325,E,I,4,0
0.14,-0.23473413,N,H,6,0
-0.26,0.008452326,H,M,5,0
-0.05,0.045737974,L,M,1,0
0.19,-0.0021719187,N,M,1,0
0.33,-0.22149509,O,I,6,0
-0.12,-0.06519308,K,L,1,0
0.21,-0.099504344,N,K,3,0
0.0,-0.04963813,M,L,1,0
0.04,-0.0059131533,M,L,1,0
0.12,0.06457385,N,M,1,0
-0.35,-0.1019786,G,K,4,0
-0.07,-0.17230925,K,J,1,0
-0.05,-0.11270231,L,K,1,0
0.09,0.097085014,N,N,0,1
0.23,0.015278831,O,M,2,0
0.04,0.023376748,M,M,0,1
-0.09,-0.20460045,K,I,2,0
-0.46,-0.19134867,E,I,4,0
-0.18,-0.07398412,I,K,2,0
-0.11,0.0071375147,K,M,2,0
0.16,0.009818234,N,M,1,0
0.05,0.050368637,M,M,0,1
0.18,-0.13396682,N,J,4,0
0.11,-0.11729653,N,K,3,0
0.16,-0.12772903,N,J,4,0
-0.07,0.025536805,K,M,2,0
0.09,0.09575997,N,N,0,1
0.4,0.09100925,P,N,2,0
-0.19,-0.19358039,I,I,0,1
0.21,-0.08662571,N,K,3,0
0.04,-0.063882135,M,L,1,0
0.25,-0.030433007,O,L,3,0
-0.28,0.1460219,H,N,6,0
0.18,0.11842324,N,N,0,1
-0.07,-0.18143098,K,I,2,0
0.04,-0.12817185,M,J,3,0
-0.63,-0.13481046,D,J,6,0
-0.05,0.04372301,L,M,1,0
-0.42,-0.022892416,F,L,6,0
0.16,0.08247837,N,M,1,0
-0.21,-0.26279444,I,H,1,0
-0.05,-0.085015625,L,K,1,0
-0.04,0.018260967,L,M,1,0
0.63,0.10446761,Q,N,3,0
-0.35,0.09631906,G,N,7,0
-0.12,-0.25646037,K,H,3,0
-0.53,-0.17780958,E,I,4,0
0.14,-0.22072594,N,I,5,0
-0.26,-0.0010704547,H,M,5,0
-0.05,0.071110524,L,M,1,0
0.19,0.0049849525,N,M,1,0
0.33,-0.20565073,O,I,6,0
-0.12,-0.06220685,K,L,1,0
0.21,-0.11774722,N,K,3,0
0.0,-0.060445055,M,L,1,0
0.04,-0.026669271,M,L,1,0
0.12,0.06678624,N,M,1,0
-0.35,-0.11310208,G,K,4,0
-0.07,-0.1642934,K,J,1,0
-0.05,-0.096895516,L,K,1,0
0.09,0.1025978,N,N,0,1
0.23,0.028722085,O,M,2,0
0.04,0.04098817,M,M,0,1
-0.09,-0.21207774,K,I,2,0
-0.46,-0.19589193,E,I,4,0
-0.18,-0.069003366,I,L,3,0
-0.11,0.009039775,K,M,2,0
0.16,0.0014295876,N,M,1,0
0.05,0.05591619,M,M,0,1
0.18,-0.13956855,N,J,4,0
0.11,-0.12361378,N,K,3,0
0.16,-0.13860327,N,J,4,0
-0.07,0.02568128,K,M,2,0
0.09,0.118916586,N,N,0,1
0.4,0.09367159,P,N,2,0
-0.19,-0.1882397,I,I,0,1
0.21,-0.08803511,N,K,3,0
0.04,-0.053391874,M,L,1,0
0.25,-0.015784144,O,L,3,0
-0.28,0.18772627,H,N,6,0
0.18,0.1373924,N,N,0,1
-0.07,-0.23092495,K,H,3,0
0.04,-0.1065113,M,K,2,0
-0.63,-0.10083712,D,K,7,0
-0.05,0.06878442,L,M,1,0
-0.42,0.007757202,F,M,7,0
0.16,0.11077418,N,N,0,1
0.23,-0.03785567,O,L,3,0
-0.05,-0.08650702,L,K,1,0
-0.04,0.012422446,L,M,1,0
0.63,0.10652241,Q,N,3,0
-0.35,0.105252855,G,N,7,0
-0.12,-0.24456927,K,H,3,0
-0.53,-0.19055222,E,I,4,0
0.14,-0.19055021,N,I,5,0
-0.26,-0.017797247,H,L,4,0
-0.05,0.06291944,L,M,1,0
0.19,0.021471538,N,M,1,0
0.33,-0.180251,O,I,6,0
-0.12,-0.048699036,K,L,1,0
0.21,-0.11215813,N,K,3,0
0.0,-0.06358648,M,L,1,0
0.04,-0.041426472,M,L,1,0
0.12,0.061027758,N,M,1,0
-0.35,-0.112911604,G,K,4,0
-0.07,-0.155057,K,J,1,0
-0.05,-0.08468202,L,K,1,0
0.09,0.10621026,N,N,0,1
0.23,0.03528949,O,M,2,0
0.04,0.052399337,M,M,0,1
-0.09,-0.21954076,K,I,2,0
-0.46,-0.19446309,E,I,4,0
-0.18,-0.055550456,I,L,3,0
-0.11,0.007576421,K,M,2,0
0.16,0.0019969866,N,M,1,0
0.05,0.060011663,M,M,0,1
0.18,-0.13897613,N,J,4,0
0.11,-0.12768796,N,J,4,0
0.16,-0.14247686,N,J,4,0
-0.07,0.02660653,K,M,2,0
0.09,0.12861212,N,N,0,1
0.4,0.10031759,P,N,2,0
-0.19,-0.17665449,I,I,0,1
0.21,-0.08638038,N,K,3,0
